emp_no,first_name,last_name,title,from_date,salary,rnum
226438,Subhada,Kambil,Senior Staff,1992-06-30,85348,1
226452,Patricio,Stellhorn,Senior Engineer,2000-12-04,89305,1
226453,Saniya,Leonhardt,Engineer,1998-10-11,49755,1
226458,Lenore,Kruskal,Staff,1985-03-23,40010,1
226468,Mooi,Asmuth,Senior Staff,1992-10-16,40305,1
226471,JoAnna,Stroustrup,Senior Staff,1994-08-15,47449,1
226504,Guangming,Alencar,Senior Engineer,1995-04-19,63801,1
226526,Lobel,Fiutem,Senior Engineer,2000-12-12,66607,1
226529,Padma,Lamparter,Senior Staff,1994-02-02,41558,1
226568,Deniz,Frezza,Senior Staff,2002-07-10,52504,1
226574,Hatem,Coors,Senior Staff,1994-07-10,40772,1
226580,Bangqing,Melton,Engineer,1995-10-05,40000,1
226581,Baoqiu,Nannarelli,Senior Engineer,1995-11-30,64324,1
226582,Reinhard,Serre,Senior Staff,1993-08-25,86736,1
226587,Serap,Mitina,Senior Staff,1999-08-01,43012,1
226603,Spyrose,Pokrovskii,Senior Staff,1995-07-22,40000,1
226614,Valery,Fargier,Senior Engineer,1997-08-25,71457,1
226616,Zine,Unno,Senior Engineer,1995-06-12,49421,1
226619,Masanao,Strandh,Senior Staff,1990-11-12,77008,1
226628,Nishit,Matteis,Senior Engineer,1993-02-22,40000,1
226643,Hauke,Marshall,Senior Engineer,1996-07-16,40000,1
226661,Kannan,Rosenbaum,Engineer,1999-07-21,40000,1
226670,Olivera,Gajiwala,Senior Engineer,1987-11-09,50511,1
226671,Mostafa,Coullard,Senior Engineer,1986-05-29,40000,1
226681,Persi,Coullard,Engineer,2000-01-10,59351,1
226715,Paloma,Sullins,Senior Engineer,1992-07-25,60689,1
226741,Shahab,Gajiwala,Senior Engineer,1996-10-26,40000,1
226752,Rajmohan,Luit,Senior Engineer,1994-06-12,49176,1
226772,Heping,Koshino,Senior Staff,1996-01-02,40000,1
226774,Sumali,Remmers,Senior Engineer,1995-04-21,49096,1
226775,Khalid,Veccia,Technique Leader,1993-08-06,48526,1
226792,Siamak,Shackel,Senior Engineer,1995-02-08,42586,1
226796,Aksel,Baar,Senior Engineer,1993-10-21,58510,1
226814,Zhenbing,Pollock,Senior Engineer,1995-10-31,46745,1
226829,Godehard,Gihr,Senior Staff,1999-08-03,45223,1
226830,Saeed,Redmiles,Senior Staff,1992-10-18,40000,1
226832,Stein,Pashtan,Senior Engineer,1986-09-07,50769,1
226846,Ortrud,Carrere,Senior Engineer,1996-08-24,40000,1
226884,Adam,Fortenbacher,Assistant Engineer,1997-05-19,40000,1
226896,Yurij,Akaboshi,Senior Staff,1987-03-25,63030,1
226899,Shigehito,Syrotiuk,Senior Engineer,1985-12-14,40000,1
226905,Koldo,Barreiro,Senior Staff,1993-08-21,61167,1
226910,Kristen,Rosay,Senior Staff,1992-11-15,63664,1
226932,Gen,Bridgland,Senior Staff,1993-11-20,49749,1
226942,Satoru,Rattan,Technique Leader,1986-07-22,68024,1
226954,Shushma,Pietrzykowski,Engineer,1999-10-16,42442,1
226979,Paddy,Baezner,Senior Engineer,1994-11-05,67217,1
226985,Youngkon,Bouloucos,Senior Engineer,1988-07-30,41838,1
226987,Arif,Delgrossi,Engineer,2002-04-25,55209,1
226991,Maha,Schreiter,Senior Staff,1991-06-07,62976,1
226993,Thanasis,Peot,Engineer,1996-01-06,48229,1
226996,Keiichiro,Polupanov,Staff,1987-06-25,40000,1
226997,Rosine,Renear,Staff,1994-07-03,49096,1
227005,Xiaoqiu,Nitsche,Senior Staff,1993-07-29,64439,1
227015,Rance,Trogemann,Senior Engineer,1988-04-27,40000,1
227042,Gay,Templeman,Technique Leader,1999-12-21,75976,1
227048,Arco,Cincotta,Engineer,1997-07-14,46956,1
227059,Supot,Benzmuller,Senior Engineer,1997-12-23,40000,1
227096,Branimir,Hennebert,Senior Engineer,1994-03-23,54175,1
227120,Thanasis,Puoti,Engineer,1991-11-19,42761,1
227125,Kiyokazu,Luby,Staff,1988-05-08,79553,1
227134,Mohamadou,Nollmann,Senior Staff,1993-05-20,40000,1
227144,Anneli,Beeson,Assistant Engineer,1996-10-02,65909,1
227157,Perla,Swab,Senior Engineer,1999-07-20,40000,1
227159,Diederik,Roison,Staff,1991-04-26,76738,1
227178,Juichirou,Gerteisen,Technique Leader,1998-10-07,41853,1
227185,Lillian,Syang,Senior Engineer,2002-01-14,40000,1
227205,Leon,Demizu,Senior Engineer,1989-01-02,43443,1
227235,Boutros,Zykh,Staff,1996-10-28,40000,1
227239,Krisda,Showalter,Senior Staff,1990-09-19,50620,1
227250,Sadegh,Kusakabe,Engineer,1999-08-24,40000,1
227276,Nobuyoshi,Zultner,Senior Staff,1985-06-14,58849,1
227283,Uriel,Massonet,Staff,1996-01-22,64644,1
227296,Oscal,Christ,Senior Engineer,1995-05-12,40000,1
227297,Elliott,Ossenbruggen,Assistant Engineer,1992-10-21,40000,1
227303,Rosalie,Mondadori,Senior Staff,1992-11-17,40745,1
227333,Urs,Swist,Senior Engineer,1993-06-25,40000,1
227358,Rafols,Muhling,Senior Engineer,1994-10-19,48521,1
227361,Kazuhito,Servieres,Senior Staff,1992-12-25,51910,1
227388,Arif,Krychniak,Senior Engineer,1994-03-11,48267,1
227394,Vishu,Georgakopoulos,Senior Engineer,1996-03-24,40000,1
227409,Jianhao,Ullian,Technique Leader,1989-04-26,65321,1
227416,Ferdinand,Hebert,Senior Engineer,1992-08-24,49262,1
227423,Arunas,Baby,Senior Engineer,1993-10-08,40000,1
227425,Magy,Jording,Engineer,1998-12-22,61368,1
227440,Zine,Angot,Staff,1993-10-04,70212,1
227445,Maris,Reinhard,Technique Leader,1988-11-11,55884,1
227448,Steve,Puppo,Engineer,1999-02-20,58875,1
227456,Mark,Bach,Senior Staff,2001-04-01,40000,1
227457,Zeydy,Silva,Senior Engineer,1997-11-24,40000,1
227459,Younwoo,Schmiedel,Senior Staff,1992-11-02,85628,1
227463,Zorica,Tsunoo,Engineer,1999-11-11,40000,1
227471,Djenana,Cannane,Senior Staff,1998-03-22,40000,1
227473,Feixiong,Olivero,Senior Staff,1989-11-26,40000,1
227475,Kendra,Danner,Senior Engineer,1993-04-12,40000,1
227478,Collette,Crouzet,Senior Staff,1985-07-30,40000,1
227488,Takahito,Jarecki,Senior Staff,1992-03-31,47172,1
227501,Angus,Biron,Senior Engineer,1991-04-15,40000,1
227518,Masoud,Dichev,Technique Leader,1985-09-22,40000,1
227530,Gilbert,Krichel,Senior Engineer,1992-05-26,58738,1
227531,Pranay,Varker,Senior Engineer,1993-06-03,40000,1
227553,Trygve,Schwartzbauer,Senior Staff,1985-08-28,69196,1
227554,Akemi,Borstler,Senior Engineer,1996-04-19,66261,1
227563,Peternela,Yamaashi,Staff,1997-09-05,41808,1
227578,Randy,Alpay,Senior Engineer,1996-06-03,53765,1
227586,Neelam,Munawer,Senior Staff,1986-08-04,40000,1
227591,Byong,Genin,Senior Staff,1994-11-06,48531,1
227592,Mingsen,Karnin,Staff,1998-01-02,50791,1
227593,Hugo,Leuchs,Senior Engineer,2000-10-03,49276,1
227596,Serge,Kornyak,Senior Staff,1987-09-17,40000,1
227603,Poorav,Borovoy,Senior Engineer,1992-02-16,40000,1
227608,Christ,Stentiford,Senior Staff,1995-07-07,49958,1
227620,Hongzhu,Bratten,Senior Engineer,1987-07-03,40097,1
227657,Marjo,Krzyzanowski,Engineer,1987-10-13,40000,1
227662,Gou,Preusig,Senior Staff,1991-03-14,82360,1
227676,Sakthirel,Ruemmler,Senior Staff,1991-05-24,55023,1
227684,Denis,Kusakabe,Senior Staff,1987-08-05,45138,1
227694,Paloma,Chandrasekhar,Senior Staff,1991-06-26,73897,1
227695,Saeed,DasSarma,Staff,1999-02-17,48860,1
227696,Moty,Portugali,Senior Engineer,1997-08-30,40000,1
227698,Genevieve,Majewski,Senior Engineer,1995-04-19,40000,1
227710,Stamatina,Douceur,Senior Engineer,1993-01-21,44430,1
227713,Hilary,Ullian,Senior Engineer,1995-04-25,42643,1
227714,Luigi,Peternell,Staff,1999-02-04,44854,1
227724,Hironoby,Murtha,Engineer,1989-10-19,43569,1
227726,Alejandro,Trystram,Senior Staff,1985-09-30,40000,1
227741,Behnaam,Kobuchi,Staff,1998-06-30,48161,1
227752,Xinglin,Birch,Senior Staff,1993-03-12,40000,1
227772,Waiman,Michaels,Technique Leader,1996-03-05,63688,1
227783,Xiping,Constantine,Senior Staff,2001-01-20,72685,1
227792,Woody,Ponthieu,Senior Staff,1994-10-02,76129,1
227801,Valery,Brobst,Engineer,2001-06-05,58111,1
227808,Xiaoheng,Babb,Senior Staff,1992-06-28,40000,1
227819,Luerbio,Lichtner,Engineer,1996-06-16,45523,1
227834,Urs,Cardazo,Senior Staff,2000-11-29,40000,1
227850,Visit,Andreotta,Senior Engineer,1988-02-20,44685,1
227854,Zvonko,Ibel,Senior Staff,1986-03-30,40000,1
227864,Tuval,Soicher,Staff,1996-09-18,45265,1
227868,Ute,Hardjono,Senior Engineer,1992-05-01,45484,1
227877,Leszek,Tsukune,Staff,1998-05-31,68245,1
227880,Muneo,Comyn,Technique Leader,1986-08-01,57957,1
227885,Tesuya,Cheshire,Senior Engineer,1990-09-11,66931,1
227889,Dipayan,Monarch,Senior Engineer,1998-12-29,40000,1
227894,Lijia,Kulisch,Engineer,1998-06-10,71601,1
227910,Saniya,Alencar,Staff,1997-06-04,70848,1
227913,Ingemar,Scallan,Engineer,1998-09-01,40000,1
227925,Ulises,Sgarro,Senior Staff,1993-09-11,40000,1
227938,Uzi,Schaaf,Senior Staff,1998-11-16,46542,1
227943,Sushant,Przulj,Senior Engineer,1998-09-07,45832,1
227958,Shichao,Hennebert,Senior Staff,1996-07-15,47166,1
227969,Falguni,Mandell,Staff,1999-10-19,82501,1
227973,Tomofumi,Tyugu,Senior Staff,1992-12-16,49241,1
227986,Shuichi,Bernardeschi,Staff,1986-04-05,40000,1
227996,Sukumar,Couchot,Staff,1987-12-12,84238,1
228008,Guozhong,Melski,Senior Engineer,1993-08-14,40789,1
228018,Minghong,Beerel,Senior Staff,1985-02-26,40000,1
228023,Hidefumi,Denna,Engineer,1995-12-22,46717,1
228025,Yuguang,Papastamatiou,Technique Leader,1991-04-20,56354,1
228051,Yuguang,Viele,Technique Leader,1988-12-18,51525,1
228065,Mariusz,McFarlan,Senior Staff,1996-09-07,48816,1
228071,Taegyun,Laurillard,Senior Staff,1996-11-02,74241,1
228095,DAIDA,Suppi,Senior Engineer,1987-05-07,40000,1
228115,Subhada,Wroclawski,Senior Engineer,1992-09-11,64235,1
228122,Sugwoo,Kaltofen,Engineer,1999-10-26,40000,1
228130,Eben,Woycyznski,Senior Engineer,1993-07-23,40000,1
228142,Vojin,Talmor,Senior Staff,1993-03-30,77961,1
228152,Sailaja,Lung,Senior Staff,1997-02-27,79810,1
228163,Ortrud,Kossowski,Senior Engineer,1998-07-03,40000,1
228200,Chinhyun,Teitelbaum,Senior Engineer,1992-12-11,44167,1
228223,Pranav,Hatcliff,Senior Staff,1995-01-06,53737,1
228227,Werner,Wendorf,Senior Staff,1994-01-15,54415,1
228233,Francesca,Serov,Technique Leader,1986-07-13,44728,1
228237,Chanjung,Vakili,Senior Engineer,1993-05-02,47934,1
228246,Bartek,Aloisi,Senior Staff,1996-08-21,71581,1
228258,Suzette,Giaccio,Engineer,1998-02-11,51986,1
228269,Aluzio,Varman,Senior Staff,1995-08-07,40000,1
228278,Sungwon,Douceur,Senior Staff,1999-01-06,50344,1
228284,Along,Ressouche,Senior Engineer,1997-09-13,63559,1
228285,Weiwu,Pollock,Senior Engineer,2002-04-21,40000,1
228320,Wonhee,Murrill,Senior Staff,2000-03-12,60533,1
228331,Wilmer,Poehlman,Senior Engineer,1994-01-14,41015,1
228357,Sarita,Brookner,Senior Engineer,1993-04-14,62146,1
228358,Goetz,Molenaar,Senior Engineer,1985-06-03,40000,1
228367,Ohad,Strehl,Senior Staff,1987-04-28,43008,1
228368,Mario,Remmers,Senior Engineer,1991-10-21,40000,1
228374,Shahaf,McClurg,Senior Staff,1993-04-06,40000,1
228405,Hyuncheol,Szmurlo,Engineer,1986-10-19,52850,1
228411,Khaled,Hofstetter,Senior Staff,1999-08-29,45332,1
228426,Nimmagadda,Cappelletti,Technique Leader,1986-09-24,40000,1
228427,Fumitaka,Rothenberg,Senior Engineer,2000-02-18,40000,1
228429,Atreye,Emmerich,Senior Engineer,1999-10-15,40000,1
228436,Vugranam,Baja,Senior Engineer,1986-11-12,40000,1
228449,Pascal,Kushnir,Staff,1996-09-29,64469,1
228472,Chirstian,Magalhaes,Senior Engineer,1998-02-01,40000,1
228478,Xiaocheng,Kulisch,Engineer,1991-08-19,40000,1
228480,Marc,Gornas,Senior Staff,1995-03-23,76171,1
228500,Martial,Fontet,Senior Staff,1990-04-29,50587,1
228507,Zine,VanScheik,Senior Engineer,1997-11-05,64107,1
228519,Lihong,Porotnikoff,Senior Engineer,1997-07-21,59464,1
228542,Mack,Quadeer,Staff,1999-06-24,51057,1
228548,Khosrow,Mundy,Staff,1986-04-19,68506,1
228557,Sanjay,Griswold,Senior Staff,1999-06-10,62982,1
228563,Paloma,Baer,Senior Engineer,1986-03-06,54444,1
228564,Mohammad,Yoshimura,Senior Staff,1992-07-31,49697,1
228576,Owen,Motley,Senior Staff,1999-03-29,96377,1
228578,JoAnne,Talmon,Senior Engineer,1990-10-16,50901,1
228591,Tristan,Petereit,Senior Staff,1996-01-22,87658,1
228636,Paloma,Munck,Senior Engineer,1993-12-04,42603,1
228654,Sudharsan,Chachaty,Senior Staff,2000-01-13,56114,1
228655,Jiong,Blokdijk,Senior Staff,2002-05-05,71596,1
228660,Charmane,Zaiane,Senior Engineer,1999-08-28,40000,1
228669,Morris,Peyn,Senior Staff,1993-04-26,66788,1
228672,Goetz,Pulkowski,Senior Staff,1993-12-17,47099,1
228683,Girolamo,Coombs,Senior Staff,1993-08-18,40000,1
228685,Peer,Zolotykh,Senior Staff,2002-03-04,43672,1
228691,Ortrud,Paciorek,Senior Engineer,1991-05-31,41839,1
228693,Hideo,Kakkad,Senior Engineer,2000-02-19,51748,1
228711,Udo,Velardi,Senior Staff,1992-08-15,96072,1
228716,Sukumar,Rajcani,Senior Engineer,1999-03-14,45306,1
228725,Edwin,Navazio,Senior Engineer,1988-02-12,72066,1
228757,Kazuhiko,Lanteri,Senior Engineer,1998-04-10,44175,1
228758,Aksel,Thummel,Senior Engineer,1996-08-25,40000,1
228774,Xinan,Klyachko,Senior Engineer,1995-02-05,40000,1
228778,Yoshinari,Rettelbach,Senior Staff,1995-08-31,73043,1
228790,Djenana,Felder,Senior Engineer,1995-06-27,45831,1
228791,Fumitaka,Uchoa,Staff,1994-07-16,40000,1
228810,Lein,Picel,Engineer,1996-03-09,42425,1
228823,Mayuko,Gimbel,Engineer,1999-05-11,46925,1
228829,Guiseppe,Lagarias,Senior Engineer,2000-09-02,46041,1
228853,Mayumi,Basawa,Engineer,1999-11-04,41588,1
228857,Christoper,Marzano,Technique Leader,1985-12-26,66237,1
228858,Barton,Emmerich,Senior Engineer,1990-11-27,40000,1
228861,KayLiang,Siksek,Senior Staff,1997-04-19,40164,1
228881,Jeong,Gaughan,Senior Engineer,1988-12-13,55080,1
228889,Mircea,Frolund,Senior Engineer,1992-05-17,40000,1
228895,Ugo,Fontan,Staff,1999-07-09,58478,1
228902,Toong,Piazza,Senior Engineer,1991-02-28,40000,1
228928,Yahiko,Panwar,Senior Staff,1996-09-22,40000,1
228929,Pascal,Borovoy,Senior Engineer,1993-10-15,40000,1
228935,Zsolt,Biros,Engineer,1996-12-24,40000,1
228944,Tzu,Hmelo,Senior Engineer,1992-10-23,47686,1
228961,Xiaoshan,Poupard,Senior Engineer,1996-10-15,40000,1
228972,Amalendu,Heiserman,Senior Engineer,1994-07-18,51114,1
228999,Fen,Birsak,Engineer,1997-08-13,58424,1
229009,Nathalie,Toyoshima,Engineer,1995-11-21,46559,1
229024,Holgard,Rajaraman,Senior Staff,1993-01-29,40000,1
229028,Rasiah,Whittlesey,Engineer,1998-09-04,43582,1
229049,Alois,Denis,Senior Engineer,1999-07-25,70952,1
229058,Barry,Zykh,Senior Staff,2001-01-06,44520,1
229069,Lucian,Crelier,Senior Engineer,1995-10-27,61545,1
229070,Takushi,Cairo,Engineer,1999-07-29,40000,1
229092,Fumiya,Morrin,Engineer,1998-07-10,40301,1
229097,Kellyn,Merel,Senior Staff,1992-06-04,59108,1
229111,Satoru,Schiper,Senior Engineer,1989-10-20,40000,1
229118,Yucel,Ranft,Senior Engineer,1985-02-04,40000,1
229122,Masasuke,Lichtner,Senior Staff,1988-09-22,40000,1
229124,Phule,Gien,Staff,1994-11-07,64463,1
229126,Leszek,Kolvik,Senior Staff,1998-05-04,46249,1
229147,Eberhardt,Birke,Senior Staff,1996-08-29,40000,1
229155,Gino,Glowinski,Staff,1999-01-23,44603,1
229163,Susuma,Wroclawski,Senior Staff,1993-03-11,61510,1
229164,Lena,Papastamatiou,Senior Engineer,1989-09-22,42906,1
229182,Georg,Bail,Technique Leader,1988-04-05,40000,1
229196,Shin,Gewali,Senior Staff,1996-05-14,40000,1
229208,Patricio,Christianini,Senior Staff,1987-05-05,70075,1
229216,Becky,Muniz,Senior Staff,1994-12-30,40000,1
229225,Clyde,McClure,Senior Engineer,1997-06-03,43226,1
229240,Sachar,Kugler,Senior Engineer,1988-12-21,44535,1
229249,Debatosh,Sgarro,Senior Engineer,1999-07-16,50025,1
229255,George,Nannarelli,Senior Engineer,1998-05-29,64438,1
229259,Georgi,Narahari,Senior Engineer,1991-07-23,56381,1
229266,Cathie,Munck,Senior Engineer,2000-01-25,52232,1
229269,Jianhao,Portugali,Senior Engineer,1988-06-23,63445,1
229271,Kiyokazu,Schapiro,Senior Staff,1995-09-07,43728,1
229281,Hitomi,Solovay,Senior Engineer,1996-01-26,85579,1
229284,Kensei,Kohling,Staff,1987-06-16,62162,1
229292,Leah,Baby,Senior Engineer,1993-08-30,65820,1
229317,Fumiya,Wegerle,Senior Engineer,1991-06-05,47951,1
229335,Hilary,Chinin,Senior Engineer,1995-10-23,69958,1
229340,Gor,Gadepally,Senior Engineer,1986-01-07,40000,1
229367,Oscar,Katzenelson,Senior Staff,1991-03-14,55171,1
229368,Chuanti,Marrevee,Senior Staff,1999-02-01,80782,1
229370,Mabry,Schwabacher,Technique Leader,1987-11-19,54003,1
229377,Herb,Slutz,Senior Engineer,1996-04-19,50000,1
229385,Kwangjo,Guardalben,Staff,1995-01-17,48515,1
229388,Georgi,Silva,Senior Engineer,1988-11-29,56021,1
229415,Abdelghani,Ibel,Senior Engineer,1992-03-02,48782,1
229435,Arnd,Kading,Senior Engineer,1994-07-02,43181,1
229443,Mohammad,Hedayat,Senior Engineer,1995-12-23,57021,1
229444,Zeljko,Rijsenbrij,Senior Staff,1993-01-25,72830,1
229446,Kazuhiko,Gadepally,Senior Engineer,1996-11-15,49889,1
229449,Poornachandra,Valtorta,Engineer,1997-10-19,40000,1
229450,Debatosh,Tramer,Technique Leader,1987-06-01,48569,1
229461,Berto,Raczkowsky,Senior Staff,2002-06-02,77682,1
229466,Monique,Schaft,Senior Engineer,2001-07-18,61368,1
229469,Rosalie,Terkki,Senior Engineer,1995-11-29,40000,1
229477,Barry,Kusakari,Senior Staff,1994-02-19,57324,1
229480,Franziska,Passafiume,Engineer,1994-10-12,40000,1
229487,Siamak,Keirsey,Senior Engineer,1997-12-21,62590,1
229498,Jagoda,Molberg,Engineer,1987-01-02,73782,1
229513,Trygve,Lienhardt,Technique Leader,1989-10-15,47231,1
229516,Susanta,Gischer,Senior Engineer,1994-09-13,47887,1
229539,Torsten,Kawashima,Senior Staff,1993-04-28,78484,1
229541,Maya,Rosenbaum,Senior Staff,1991-08-23,42771,1
229544,Heon,Panangaden,Staff,1994-02-03,48516,1
229546,Larisa,Krohm,Engineer,1992-05-07,54880,1
229567,Theron,Syrzycki,Senior Engineer,1990-07-29,55963,1
229571,Masanao,Pappas,Senior Engineer,1996-07-13,49364,1
229578,Bernt,Ariola,Senior Staff,1988-07-15,80217,1
229579,Reinhard,Aumann,Senior Engineer,1996-02-07,42083,1
229587,Leucio,Zucker,Senior Engineer,1994-05-28,40000,1
229612,Chuanti,Vidal,Senior Engineer,1988-02-14,63778,1
229620,Arun,Shackell,Senior Staff,1991-02-07,66723,1
229627,Samphel,Uehara,Senior Staff,2001-04-16,40542,1
229639,Patricio,Renear,Engineer,1985-06-01,53557,1
229649,DAIDA,Montresor,Senior Engineer,2002-05-29,40000,1
229673,Saniya,Tomescu,Senior Engineer,1985-02-11,72847,1
229686,Leni,Piazza,Technique Leader,1986-02-22,55056,1
229701,Xinglin,Nollmann,Senior Engineer,1994-05-13,45356,1
229715,JoAnna,Cappello,Senior Engineer,1991-10-24,40000,1
229717,Sivanarayana,Baig,Senior Staff,1993-07-05,40000,1
229740,Chrisa,Walston,Senior Engineer,1992-06-08,40000,1
229742,Aran,Lundstrom,Engineer,1996-05-03,49587,1
229761,Amalendu,Garnham,Senior Staff,1995-12-23,40000,1
229784,Pranay,Sewelson,Senior Engineer,1988-01-05,66907,1
229798,Patricio,Soicher,Senior Engineer,1997-03-06,47971,1
229810,Katsuo,Attimonelli,Senior Engineer,1995-11-10,65624,1
229819,Zhenbing,Delgrande,Technique Leader,1988-09-09,53781,1
229822,Vidya,Basagni,Senior Engineer,1991-10-19,77506,1
229839,Bojan,Kermarrec,Senior Engineer,1992-10-10,61280,1
229846,Ibibia,Melton,Senior Engineer,1999-06-10,67801,1
229853,Mantis,Atchley,Senior Engineer,1997-04-18,51400,1
229857,Constantino,Hoppenstand,Assistant Engineer,1999-07-30,40000,1
229858,Giri,Dulin,Senior Staff,1993-05-24,40000,1
229860,Ingmar,Sewelson,Senior Staff,1996-07-08,62138,1
229878,Guangming,Asser,Senior Staff,1992-05-29,59914,1
229903,Hausi,Callaway,Assistant Engineer,1997-04-27,41972,1
229911,Ingmar,Jansen,Senior Staff,1992-07-29,71949,1
229926,Tomofumi,Sgarro,Senior Staff,1990-05-16,71324,1
229933,Saniya,Itzfeldt,Senior Engineer,1995-08-12,40000,1
229937,Huiqun,Butner,Senior Staff,1994-02-02,42260,1
229943,Kristian,Kampfer,Engineer,1999-03-16,43523,1
229949,Alois,Matzov,Senior Staff,1994-06-27,50008,1
229989,Qiwen,Braunschweig,Staff,1999-10-22,43914,1
229997,Fai,Zwicker,Senior Staff,1986-09-01,76930,1
230008,Sajjan,Angelopoulos,Senior Staff,1994-02-11,51924,1
230012,Falguni,Rusmann,Senior Staff,1991-10-16,66631,1
230022,Xuedong,Skogmar,Staff,1996-03-21,72627,1
230028,Zsolt,Vernadat,Senior Engineer,1997-02-04,48161,1
230029,Wanqing,Kalorkoti,Senior Engineer,1996-05-26,40000,1
230046,Nobuyoshi,Hoppenstand,Senior Engineer,1997-04-27,40000,1
230047,Yucai,Jullig,Senior Staff,1988-11-17,51291,1
230054,Xiaoshan,Waschkowski,Staff,1988-08-05,67204,1
230074,Zito,Templeman,Senior Staff,1995-01-13,54673,1
230077,Georg,Setia,Staff,1985-05-26,45793,1
230097,Weicheng,Kaminger,Senior Staff,1996-03-12,40000,1
230102,Toong,Lamba,Staff,1987-07-06,40000,1
230116,Kristine,Wilfing,Senior Engineer,1996-04-13,41757,1
230118,Toshimori,Standera,Engineer,1999-10-01,60632,1
230121,Zhonghui,Kornatzky,Engineer,1996-07-31,53003,1
230136,Lorien,Iisaka,Senior Staff,1997-05-08,67344,1
230162,Itzchak,Ramsay,Senior Engineer,1985-08-01,40000,1
230180,Adhemar,Kamble,Senior Engineer,1990-09-03,64416,1
230182,Urs,Ruemmler,Senior Engineer,1994-01-28,52111,1
230188,Snehasis,Krychniak,Senior Staff,2002-04-27,40000,1
230192,Oddvar,Mandelberg,Senior Engineer,1998-06-13,47951,1
230202,Serge,Gerteisen,Senior Engineer,1990-03-25,64675,1
230210,Mayumi,Lamma,Senior Engineer,1991-10-21,48213,1
230213,Yishai,Furedi,Technique Leader,1997-08-26,40000,1
230219,Heather,Malinowski,Senior Engineer,1988-06-25,57731,1
230227,IEEE,Hegner,Assistant Engineer,1991-03-30,45513,1
230230,Ipke,Halevi,Senior Engineer,1993-09-23,45716,1
230245,Thodoros,Bain,Staff,1996-01-06,40000,1
230246,Herbert,Hasham,Senior Engineer,1992-11-02,41491,1
230252,Soenke,Serra,Senior Staff,1994-06-28,40000,1
230288,Atreyi,Erdmenger,Senior Engineer,1986-05-09,53391,1
230296,Uzi,Makinen,Senior Engineer,1994-02-05,63527,1
230314,Sanjay,Danlos,Senior Staff,2000-03-19,55955,1
230320,Tomofumi,Chimia,Staff,1988-09-18,76304,1
230321,Gunilla,Alencar,Senior Staff,1998-10-01,50835,1
230325,Gio,Kinley,Senior Engineer,1998-11-26,40000,1
230326,Soenke,Michaeli,Engineer,1998-11-29,40000,1
230331,Nidapan,Beutelspacher,Technique Leader,1987-02-03,40000,1
230346,Guiseppe,Trumbly,Senior Staff,1990-04-08,74136,1
230348,Yongmao,Awdeh,Senior Staff,1994-05-04,46678,1
230352,Radhika,Hainaut,Senior Engineer,1992-06-04,43832,1
230355,Debaprosad,Lamma,Senior Engineer,1993-08-06,42957,1
230367,Susuma,Lubachevsky,Senior Staff,1998-11-06,83695,1
230378,Brigham,Babu,Senior Staff,1994-11-15,56173,1
230391,Kerryn,Ozeri,Senior Staff,1996-12-16,68397,1
230419,Mona,Comte,Senior Engineer,1986-03-30,40000,1
230444,Edwin,Ghalwash,Senior Engineer,1990-06-29,40000,1
230465,Sajjan,Coullard,Senior Engineer,1995-05-21,50080,1
230468,Takahito,Zweizig,Senior Engineer,1995-03-01,44739,1
230472,Val,Kropf,Staff,1999-04-30,81722,1
230480,Udo,Bernini,Senior Staff,1994-08-25,84819,1
230481,Khaled,Rathonyi,Senior Engineer,1995-01-27,45526,1
230496,Tomokazu,Gips,Senior Engineer,1992-09-07,40000,1
230548,Jinxi,Menyhert,Staff,1987-02-04,40000,1
230550,Jessie,Vitiello,Staff,1995-11-07,46472,1
230572,Sudhanshu,Gulak,Senior Staff,1993-07-29,69295,1
230594,Basim,Cyne,Senior Engineer,1997-07-20,60983,1
230599,Eric,Danley,Engineer,1995-11-12,40000,1
230602,Arnould,Wursthorn,Assistant Engineer,1997-09-27,40000,1
230605,Thanasis,Dratva,Senior Staff,1990-03-11,68590,1
230610,Stepehn,Veevers,Staff,1996-04-03,88182,1
230616,Paloma,Pluym,Senior Engineer,1990-08-28,40000,1
230621,Ulises,Erol,Senior Engineer,2000-10-29,51756,1
230647,Kamakshi,Senzako,Engineer,1996-11-11,50732,1
230673,Sadegh,Panwar,Senior Engineer,1995-10-02,40000,1
230681,Jinya,Hiraishi,Senior Staff,1996-03-07,40000,1
230687,Mayumi,Pouyioutas,Senior Engineer,1997-12-23,40000,1
230690,Khoa,Papastamatiou,Senior Staff,1993-01-30,40000,1
230691,Mantis,Angelopoulos,Senior Staff,1994-01-14,65609,1
230707,Tesuro,Verhoeff,Senior Engineer,2001-12-09,49640,1
230716,Xinglin,Panangaden,Senior Staff,1994-04-10,77088,1
230723,Shimshon,Portugali,Senior Staff,1993-05-21,60245,1
230733,Sungwon,Emmart,Technique Leader,1986-02-03,46019,1
230737,Hsiangchu,Hagimont,Senior Engineer,1992-07-15,76816,1
230744,Shushma,Middleton,Senior Staff,1998-10-16,65645,1
230747,Piyush,Haumacher,Engineer,1998-03-07,42730,1
230750,Magy,Vigier,Senior Staff,1994-12-12,64050,1
230753,Geraldo,Suri,Senior Engineer,1993-08-21,70636,1
230768,Kerryn,Luit,Technique Leader,1985-07-11,61936,1
230774,Tetsushi,Erni,Senior Engineer,1993-07-21,64092,1
